timestamp,primary,secondary,video_id,video_title,video_url,decision,reason,segments_created
2026-05-27 19:02:49,DailyLife,InspirationRecord,n1nBkfJDyZA,Não deixe o seu cérebro te sabotar | MARTHA GABRIEL | TEDxUNISO,https://www.youtube.com/watch?v=n1nBkfJDyZA,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:04:13,DailyLife,InspirationRecord,aorCg6cVZ3Q,A Indústria do Bem Estar é uma Farsa | Mari Krüger | TEDxBlumenau,https://www.youtube.com/watch?v=aorCg6cVZ3Q,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:05:30,DailyLife,InspirationRecord,5vzGTNapnjY,"Nem Otimismo, Nem pessimismo: O Clima pede Coragem. | Natalie Unterstell | TEDxRio",https://www.youtube.com/watch?v=5vzGTNapnjY,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:06:36,DailyLife,InspirationRecord,4LW5QHbHPqA,O poder da Inteligência Artificial Generativa | VINICIUS CARIDÁ | TEDxJardimdos Seixas,https://www.youtube.com/watch?v=4LW5QHbHPqA,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:08:55,DailyLife,InspirationRecord,xjBFkzh2iwA,PESSOAS SÃO OPORTUNIDADES | GUILHERME CONSTÂNCIO | TEDxJardimdos Seixas,https://www.youtube.com/watch?v=xjBFkzh2iwA,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:10:51,DailyLife,InspirationRecord,7SiWqsSvGwY,"Antes que você adoeça, EPIs da Saúde Mental | Izabella Camargo | TEDxSaoPaulo",https://www.youtube.com/watch?v=7SiWqsSvGwY,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:11:47,DailyLife,InspirationRecord,_LsQyUaef0c,O que comunico quando me comunico | Mara Behlau | TEDxGovernadorValadares,https://www.youtube.com/watch?v=_LsQyUaef0c,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:12:47,DailyLife,InspirationRecord,9Gt8aSrTCao,O que você vê quando olha para mim? | Juliana Souza | TEDxSaoPaulo,https://www.youtube.com/watch?v=9Gt8aSrTCao,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:14:03,DailyLife,InspirationRecord,wVuwkT4XEDY,Desmistificando o Narcisismo | Taryana Rocha | TEDxCarioba,https://www.youtube.com/watch?v=wVuwkT4XEDY,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:15:17,DailyLife,InspirationRecord,7zW6QMtrVA0,Inteligência Artificial: do zero a superpoder humano | Martha Gabriel | TEDxObjetivoSorocaba,https://www.youtube.com/watch?v=7zW6QMtrVA0,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:16:27,DailyLife,InspirationRecord,b_EoZN21l7g,Queria que fosse um urso | Tamara Klink | TEDxRioWomen,https://www.youtube.com/watch?v=b_EoZN21l7g,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:17:24,DailyLife,InspirationRecord,7u5SfDEqqrw,Autenticidade: caminho necessário para a saúde mental | Sabrina Bertolini | TEDxGovernadorValadares,https://www.youtube.com/watch?v=7u5SfDEqqrw,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:18:40,DailyLife,InspirationRecord,g-d_-MMC97I,Farmácia Viva: Ciência e Biodiversidade Brasileira para o SUS | Ana Rita Breier | TEDxUnisinos Salon,https://www.youtube.com/watch?v=g-d_-MMC97I,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:19:36,DailyLife,InspirationRecord,0ZByIc_TXoc,"Como Reconquistar a Nossa Vida | Benjamin Azevedo ""Bejinha"" | TEDxHorta",https://www.youtube.com/watch?v=0ZByIc_TXoc,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:20:54,DailyLife,InspirationRecord,AgkNZbX7TIQ,A Solucionática para Ser Você Mesmo | Flávia Lippi | TEDxSete Lagoas,https://www.youtube.com/watch?v=AgkNZbX7TIQ,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:21:41,DailyLife,InspirationRecord,jDZbBwMPFH0,Simbiose: O encontro decisivo entre humanos e IA | ARTHUR SANTINI | TEDxJardimdosSeixas,https://www.youtube.com/watch?v=jDZbBwMPFH0,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:23:39,DailyLife,InspirationRecord,Ib_nOHg2QaA,Qual é o seu sonho? | Thiago Vinhal | TEDxBeloHorizonte,https://www.youtube.com/watch?v=Ib_nOHg2QaA,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:25:20,DailyLife,InspirationRecord,gL56MvZC8Pc,Talento: o Redespertar do Ser | Thomas Eckschmidt | TEDxCabula,https://www.youtube.com/watch?v=gL56MvZC8Pc,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:26:58,DailyLife,InspirationRecord,3ejaUIaACRw,Como voltar a acreditar depois do luto? | Ique Carvalho | TEDxJoaoPessoa,https://www.youtube.com/watch?v=3ejaUIaACRw,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:27:55,DailyLife,InspirationRecord,SKxh6pCcz5U,Como conciliar a pecuária e a preservação da floresta? | Mauro Lúcio | TEDxAmazônia,https://www.youtube.com/watch?v=SKxh6pCcz5U,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:29:29,DailyLife,InspirationRecord,u5R4c7ngdBw,O Impacto da Educação Financeira na Sociedade | CAROL PAIFFER | TEDxUNISO,https://www.youtube.com/watch?v=u5R4c7ngdBw,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:30:34,DailyLife,InspirationRecord,IAQZyDat2Go,O mercado de trabalho e a resiliência | Carolina Castelo Branco | TEDxParque Do Povo,https://www.youtube.com/watch?v=IAQZyDat2Go,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:32:27,DailyLife,InspirationRecord,2uiiuHXhrSY,Somos Terras Pretas: Cultivando Sonhos e Justiça Social | Gabriela Alves | TEDxIndaiatuba,https://www.youtube.com/watch?v=2uiiuHXhrSY,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:33:52,DailyLife,InspirationRecord,hiXuRtWzfco,Porque eu valorizo meus dias ordinários | Rafa Kalimann | TEDxSaoPaulo,https://www.youtube.com/watch?v=hiXuRtWzfco,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:35:12,DailyLife,InspirationRecord,SOSo63C8828,Resgate Sua Potência da Ilha do Desamparo | Ediane Ribeiro | TEDxBlumenau,https://www.youtube.com/watch?v=SOSo63C8828,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:36:20,DailyLife,InspirationRecord,8Psk6MJ1Wgc,Não-binariedade Para Além de Gênero | Juvi Chagas | TEDxBlumenau,https://www.youtube.com/watch?v=8Psk6MJ1Wgc,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:37:43,DailyLife,InspirationRecord,gt8jGYmagEs,Teatro e timidez: uma dupla que deu certo | Lorenzo Barrionuevo | TEDxYouth@SantoInacioRio,https://www.youtube.com/watch?v=gt8jGYmagEs,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:39:39,DailyLife,InspirationRecord,nGw6C74grNA,Como tirar seus sonhos do papel usando técnicas de Gestão de Projetos | Mario Trentim | TEDxLeblon,https://www.youtube.com/watch?v=nGw6C74grNA,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:40:52,DailyLife,InspirationRecord,qKIDnS6Ve0o,Siga o Dinheiro e Entenda o Processo Eleitoral | Drica Guzzi | TEDxBlumenau,https://www.youtube.com/watch?v=qKIDnS6Ve0o,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:42:20,DailyLife,InspirationRecord,GZFEhXFyMRE,"Saudade: Jornada de amor, pelos olhos da criança | Maria Clara Stein | TEDxCampinasWomen",https://www.youtube.com/watch?v=GZFEhXFyMRE,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:43:42,DailyLife,InspirationRecord,u5Qh8MjnOwc,Ouse ser Humano | JOZI LAMBERT | TEDxJardimdosSeixasWomen,https://www.youtube.com/watch?v=u5Qh8MjnOwc,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:48:17,DailyLife,InspirationRecord,UhsbtmMue1c,Cinco passos para se tornar um herói no dia a dia | Léo Farah | TEDxBeloHorizonte,https://www.youtube.com/watch?v=UhsbtmMue1c,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:55:10,DailyLife,InspirationRecord,bcJy8t8zDwk,"Você pode ter os sonhos que quiser, nossos sonhos são livres | Dirlene Silva | TEDxLaçador",https://www.youtube.com/watch?v=bcJy8t8zDwk,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:57:14,DailyLife,InspirationRecord,x_2dgK_4qDo,A imaginação radical e os principais desafios dos visionários | Jules de Faria | TEDxSaoPaulo,https://www.youtube.com/watch?v=x_2dgK_4qDo,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:58:43,DailyLife,InspirationRecord,tbzkQp58k88,O que você deixou de ser quando cresceu? | Manoela Nagib | TEDxNiteroi,https://www.youtube.com/watch?v=tbzkQp58k88,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 19:59:34,DailyLife,InspirationRecord,GPQ8KIZi3UA,O abraço é a minha revolução | Alexandre Coimbra Amaral | TEDxSaoPaulo,https://www.youtube.com/watch?v=GPQ8KIZi3UA,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:01:05,DailyLife,InspirationRecord,ME1y2BTZFsI,O poder da consistência. | Samuel Samuel Bortolin da Silveira | TEDxRiodoSul,https://www.youtube.com/watch?v=ME1y2BTZFsI,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:01:59,DailyLife,InspirationRecord,l3yQdaVYl8E,Pensamento crítico: seu superpoder na era da IA | Martha Gabriel | TEDxInatel,https://www.youtube.com/watch?v=l3yQdaVYl8E,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:03:07,DailyLife,InspirationRecord,Ek8Bx0TOI7Y,Com meu filho nasceu uma mãe antirracista | Astrid Fontenelle | TEDxSalvador Women,https://www.youtube.com/watch?v=Ek8Bx0TOI7Y,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:04:24,DailyLife,InspirationRecord,RHdpKkij1GI,Educação Empreendedora na Base: Crianças Também Criam Startups | Jaison Scheel | TEDxJoinville,https://www.youtube.com/watch?v=RHdpKkij1GI,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:05:25,DailyLife,InspirationRecord,BGjSQf1K8MU,O que você sentiu no topo do mundo? | Gustavo Ziller | TEDxBeloHorizonte,https://www.youtube.com/watch?v=BGjSQf1K8MU,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:06:26,DailyLife,InspirationRecord,koiMCt3bDnE,Além do Digital: os pilares da educação do futuro. | Marcel Pedretti Nobre | TEDxRiodoSul,https://www.youtube.com/watch?v=koiMCt3bDnE,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:07:22,DailyLife,InspirationRecord,xMAWy_Ncb6U,A dieta não é capaz de te trazer o corpo perfeito | Roberta Carbonari | TEDxVila Mariana,https://www.youtube.com/watch?v=xMAWy_Ncb6U,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:08:13,DailyLife,InspirationRecord,b2EwtbB9bdE,Onde Tem Estante Tem História | Hariana Meinke | TEDxBlumenau,https://www.youtube.com/watch?v=b2EwtbB9bdE,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:08:59,DailyLife,InspirationRecord,QnOwagbYsQA,Desconectar para reconectar: vício em redes sociais | Giovana Figueiredo | TEDxYouth@SantoInacioRio,https://www.youtube.com/watch?v=QnOwagbYsQA,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:10:22,DailyLife,InspirationRecord,jbjqit146bs,Sobre cadeiras e lideranças | Felipe Urbano | TEDxSaoPaulo,https://www.youtube.com/watch?v=jbjqit146bs,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:11:35,DailyLife,InspirationRecord,cR5B-oJ_Cvo,Luzes e Sombras da Educação do Futuro | JOSÉ MORAN | TEDxUNISO,https://www.youtube.com/watch?v=cR5B-oJ_Cvo,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:12:31,DailyLife,InspirationRecord,ZmjvI5hwhqw,Inteligência Artificial e o Futuro da Humanidade | João Galdino | TEDxCarioba,https://www.youtube.com/watch?v=ZmjvI5hwhqw,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:13:30,DailyLife,InspirationRecord,vbrbD5z_BAo,Neurociência e educação | Kátia Chedid | TEDxUSP,https://www.youtube.com/watch?v=vbrbD5z_BAo,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:14:35,DailyLife,InspirationRecord,5ouh_wlLgoY,O poder da imagem pessoal  | Alexandre Taleb | TEDxVila Mariana,https://www.youtube.com/watch?v=5ouh_wlLgoY,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:15:30,DailyLife,InspirationRecord,6h7G8x6etY0,A filosofia e o poder de ser humano | Lúcia Helena Galvão | TEDxCuiabá,https://www.youtube.com/watch?v=6h7G8x6etY0,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:16:41,DailyLife,InspirationRecord,81pMWV0oj1M,Quanto o etarismo começa dentro de nós | Monique Curi | TEDxLeblon,https://www.youtube.com/watch?v=81pMWV0oj1M,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:18:16,DailyLife,InspirationRecord,BhRP2S01QzM,Até onde uma mulher com confiança e vontade pode chegar? | Cláudia Marquesani | TEDxCampinasWomen,https://www.youtube.com/watch?v=BhRP2S01QzM,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:20:03,DailyLife,InspirationRecord,PJO56KRx604,Scientific Education x Work - Reducing Catastrophic Costs | Altay Souza | TEDxBlumenau,https://www.youtube.com/watch?v=PJO56KRx604,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:22:07,DailyLife,InspirationRecord,ZtdxevfdHl8,O papel dos povos indígenas no combate às mudanças climáticas | Maial Kayapó | TEDxAmazônia,https://www.youtube.com/watch?v=ZtdxevfdHl8,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:23:39,DailyLife,InspirationRecord,42s967akpLQ,"Uma Ponte entre Ignorância e Conhecimento, com Diversidade e Inclusão | Karina Marcelino | TEDxUDESC",https://www.youtube.com/watch?v=42s967akpLQ,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:24:42,DailyLife,InspirationRecord,INhiLDmRYbU,Maternidade e luto: a memória de um filho não se enterra | Dani Bittar | TEDxBeloHorizonte,https://www.youtube.com/watch?v=INhiLDmRYbU,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:25:33,DailyLife,InspirationRecord,G4bEjQ51pJo,Uma cidade inteligente se constrói com gente | Cristiane Pereira | TEDxBrasilia,https://www.youtube.com/watch?v=G4bEjQ51pJo,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:26:30,DailyLife,InspirationRecord,YTxrXUNztGM,Autismo: desafiando a sorte | Tabata Cristine | TEDxCampinasWomen,https://www.youtube.com/watch?v=YTxrXUNztGM,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:27:49,DailyLife,InspirationRecord,lv6JA6MZlfQ,Os impactos emocionais do bullying | Catarina Domingues Studart Leão | TEDxYouth@SantoInacioRio,https://www.youtube.com/watch?v=lv6JA6MZlfQ,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:29:05,DailyLife,InspirationRecord,O_m7MEP-gAk,Encontrando o Silêncio e o Poder da Voz Interior | Mariana Nolasco | TEDxSãoJoséDosCampos,https://www.youtube.com/watch?v=O_m7MEP-gAk,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:30:28,DailyLife,InspirationRecord,9lbwSuHNMWU,Kit de Sobrevivência para a saúde mental no futuro | Alana Anijar | TEDxUFTM,https://www.youtube.com/watch?v=9lbwSuHNMWU,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:32:14,DailyLife,InspirationRecord,mALCnTczBvQ,Trânsfuga de Classe | Marieli Mallmann | TEDxBlumenau,https://www.youtube.com/watch?v=mALCnTczBvQ,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:33:53,DailyLife,InspirationRecord,KNJJWCTwVgk,A Persuasão é seu superpoder. | Maurício Refatti | TEDxRiodoSul,https://www.youtube.com/watch?v=KNJJWCTwVgk,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:35:03,DailyLife,InspirationRecord,WuhD1esdHNo,Neurociência da Fé: O Impacto da Espiritualidade no Cérebro e Saúde  | Fernando Gomes | TEDxUFTM,https://www.youtube.com/watch?v=WuhD1esdHNo,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:36:00,DailyLife,InspirationRecord,FD4mGBgm91w,Tudo que aprendi com as abelhas | Deh Bastos | TEDxSaoPaulo,https://www.youtube.com/watch?v=FD4mGBgm91w,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:37:16,DailyLife,InspirationRecord,CAmGZDwqUxY,Chapadinhas de Endorfina | Marcela Ceribelli | TEDxBlumenau,https://www.youtube.com/watch?v=CAmGZDwqUxY,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:38:47,DailyLife,InspirationRecord,SpIsSMOfWnw,"Audiência de custódia, a porta de entrada do encarceramento. | Carla Akotirene | TEDxSalvador Women",https://www.youtube.com/watch?v=SpIsSMOfWnw,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:40:03,DailyLife,InspirationRecord,eeSpduFkd18,A criatividade não é um luxo | Erich Shibata | TEDxVila Mariana,https://www.youtube.com/watch?v=eeSpduFkd18,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:41:17,DailyLife,InspirationRecord,7KCdqWuQlvM,As lições que o luto me ensinou | Silvana Ramiro | TEDxNiteroi,https://www.youtube.com/watch?v=7KCdqWuQlvM,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:42:53,DailyLife,InspirationRecord,uSuFKCJDfqQ,Crianças e Adolescentes em Ambientes Digitais: Como Protegê-los | Sheylli Caleffi | TEDxCarioba,https://www.youtube.com/watch?v=uSuFKCJDfqQ,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:44:11,DailyLife,InspirationRecord,DDoe_-s9BvA,Biohacking: a Inteligência do Corpo para viver melhor | Ton Ton | TEDxSantaCecília,https://www.youtube.com/watch?v=DDoe_-s9BvA,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:45:30,DailyLife,InspirationRecord,pbgDgwOOSHY,O Papel do Brasil no Cenário mundial da Inteligência Artificial  | Valter Wolf | TEDxLages,https://www.youtube.com/watch?v=pbgDgwOOSHY,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:46:27,DailyLife,InspirationRecord,W1v1Wmyh5vk,Choque de gerações: A gente vai ter que se entender | Dado Schneider | TEDxMaringá,https://www.youtube.com/watch?v=W1v1Wmyh5vk,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:47:43,DailyLife,InspirationRecord,OYQPdzc004M,Quem precisa de justiça climática? | 𝗔𝗡𝗗𝗥𝗘𝗜𝗔 𝗖𝗢𝗨𝗧𝗜𝗡𝗛𝗢 𝗟𝗢𝗨𝗕𝗔𝗖𝗞 | TEDxESMPU,https://www.youtube.com/watch?v=OYQPdzc004M,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:49:02,DailyLife,InspirationRecord,ENcfzlhOe74,A sinfonia da existência  | Ricardo Cavalheiro Villodre | TEDxUni Anchieta,https://www.youtube.com/watch?v=ENcfzlhOe74,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:50:32,DailyLife,InspirationRecord,4jERxGV7dWc,O Poder dos Dados | Rodolfo Ramos | TEDxLisboa,https://www.youtube.com/watch?v=4jERxGV7dWc,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:51:42,DailyLife,InspirationRecord,K58x0rXJy8U,Cultura humanizada e alta performance  | Richard Stad | TEDxCuiabá,https://www.youtube.com/watch?v=K58x0rXJy8U,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:52:57,DailyLife,InspirationRecord,9WsC0nnUYGM,O que você faria se não tivesse medo? | Jozi Lambert | TEDxInatel,https://www.youtube.com/watch?v=9WsC0nnUYGM,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:54:13,DailyLife,InspirationRecord,V97sW4UY4f8,Atitude de campeão | GUSTAVO BORGES | TEDxUNISO,https://www.youtube.com/watch?v=V97sW4UY4f8,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:55:11,DailyLife,InspirationRecord,VgONnW-qels,A Semana de 4 Dias e o Futuro do Trabalho | Renata Rivetti | TEDxBlumenau,https://www.youtube.com/watch?v=VgONnW-qels,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:56:32,DailyLife,InspirationRecord,gbwOf8OuyR8,Do Silêncio ao Impacto: Comunicação Com Autoconhecimento | Andrea Avancini | TEDxCarioba,https://www.youtube.com/watch?v=gbwOf8OuyR8,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:57:13,DailyLife,InspirationRecord,cBBAZOlOwhI,Nathalia Soares e Anderson Carvalho | Devant Espaço de Dança | TEDxNiteroi,https://www.youtube.com/watch?v=cBBAZOlOwhI,DOWNLOADED_SEGMENTED,Matched keyword: tedx,3
2026-05-27 20:58:00,DailyLife,InspirationRecord,sVsesqTnbB4,"De Herdeiro a Sucessor: O Legado Se Constrói, Não Se Ganha | Theo Braga | TEDxCarioba",https://www.youtube.com/watch?v=sVsesqTnbB4,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 20:59:11,DailyLife,InspirationRecord,KxI3t83t6xw,Quando a vida pede um reset: Redefinindo Sucesso e Felicidade | Maíra Rodrigues | TEDxLages,https://www.youtube.com/watch?v=KxI3t83t6xw,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 21:00:20,DailyLife,InspirationRecord,DitrM6kM3Yk,A habilidade de estar presente | Carolina Kia Takada | TEDxInsper,https://www.youtube.com/watch?v=DitrM6kM3Yk,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 21:01:37,DailyLife,InspirationRecord,aFFMZoa1MgE,O SEU LEGADO: Como você será reconhecido? | Wellington Paes da Silva | TEDxRiodoSul,https://www.youtube.com/watch?v=aFFMZoa1MgE,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 21:02:42,DailyLife,InspirationRecord,oicVl2HaLLk,Suicídio: Um Problema de Todos | Karen Scavacini | TEDxBlumenau,https://www.youtube.com/watch?v=oicVl2HaLLk,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 21:03:53,DailyLife,InspirationRecord,p2FTt_BofwM,Empreendedorismo na prática | Davi Braga | TEDxMaringá,https://www.youtube.com/watch?v=p2FTt_BofwM,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 21:04:55,DailyLife,InspirationRecord,YoAvLkncZ7o,Mudanças climáticas e Redução de Desastres | Leandro Di Gregório | TEDxPetrópolis,https://www.youtube.com/watch?v=YoAvLkncZ7o,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
2026-05-27 21:05:41,DailyLife,InspirationRecord,FbFKLD6NZEY,Eu quero ser uma Tianna da vida | Dani Dias & Tianna . | TEDxGovernadorValadares,https://www.youtube.com/watch?v=FbFKLD6NZEY,DOWNLOADED_SEGMENTED,Matched keyword: tedx,5
